2012-04-05T00:02:15.962955+00:00,sim64b[5922]:,disconnect,4,79.97.27.211,al
2012-04-05T15:00:11.339052+00:00,sim64b[5922]:,connect,2,189.46.242.103,Eric Costa Marques
2012-04-05T15:01:00.110497+00:00,sim64b[5922]:,disconnect,2,189.46.242.103,Eric Costa Marques
2012-04-05T15:01:18.546707+00:00,sim64b[5922]:,connect,2,189.46.242.103,Eric Costa Marques
2012-04-05T15:02:54.597389+00:00,sim64b[5922]:,disconnect,2,189.46.242.103,Eric Costa Marques
2012-04-05T15:03:10.525225+00:00,sim64b[5922]:,connect,2,189.46.242.103,Eric Costa Marques
2012-04-05T15:04:35.579752+00:00,sim64b[5922]:,disconnect,2,189.46.242.103,Eric Costa Marques
2012-04-05T15:04:52.335920+00:00,sim64b[5922]:,connect,2,189.46.242.103,Eric Costa Marques
2012-04-05T15:05:52.505273+00:00,sim64b[5922]:,disconnect,2,189.46.242.103,Eric Costa Marques
2012-04-05T15:06:09.025754+00:00,sim64b[5922]:,connect,2,189.46.242.103,Eric Costa Marques
2012-04-05T15:06:12.991435+00:00,sim64b[5922]:,disconnect,5,79.207.134.66,Client#2
2012-04-05T15:07:20.518237+00:00,sim64b[5922]:,disconnect,2,189.46.242.103,Eric Costa Marques
2012-04-05T15:07:36.292690+00:00,sim64b[5922]:,connect,2,189.46.242.103,Eric Costa Marques
2012-04-05T15:08:08.182030+00:00,sim64b[5922]:,disconnect,2,189.46.242.103,Eric Costa Marques
2012-04-05T15:08:23.870754+00:00,sim64b[5922]:,connect,2,189.46.242.103,Eric Costa Marques
2012-04-05T15:08:35.637010+00:00,sim64b[5922]:,disconnect,4,78.9.93.57,Client#4
2012-04-05T15:18:53.080560+00:00,sim64b[5922]:,disconnect,2,189.46.242.103,Eric Costa Marques
2012-04-05T15:19:09.490632+00:00,sim64b[5922]:,connect,2,189.46.242.103,Eric Costa Marques
2012-04-05T15:24:38.046144+00:00,sim64b[5922]:,connect,3,79.249.117.62,Client#3
2012-04-05T15:25:52.074020+00:00,sim64b[5922]:,connect,4,190.73.89.1,Client#5
2012-04-05T15:27:27.365427+00:00,sim64b[5922]:,disconnect,2,189.46.242.103,Eric Costa Marques
2012-04-05T15:27:44.987598+00:00,sim64b[5922]:,connect,2,189.46.242.103,Eric Costa Marques
2012-04-05T15:28:36.555630+00:00,sim64b[5922]:,disconnect,4,190.73.89.1,Client#5
2012-04-05T15:28:36.716943+00:00,sim64b[5922]:,disconnect,2,189.46.242.103,Eric Costa Marques
2012-04-05T15:28:55.828563+00:00,sim64b[5922]:,connect,2,189.46.242.103,Eric Costa Marques
2012-04-05T15:29:13.617852+00:00,sim64b[5922]:,connect,4,190.73.89.1,Client#5
2012-04-05T15:29:13.674189+00:00,sim64b[5922]:,disconnect,3,79.249.117.62,Client#3
2012-04-05T15:30:59.454742+00:00,sim64b[5922]:,connect,3,78.9.93.57,Client#4
2012-04-05T15:32:03.025811+00:00,sim64b[5922]:,disconnect,2,189.46.242.103,Eric Costa Marques
2012-04-05T15:32:19.011562+00:00,sim64b[5922]:,connect,2,189.46.242.103,Eric Costa Marques
2012-04-05T15:33:04.061914+00:00,sim64b[5922]:,disconnect,2,189.46.242.103,Eric Costa Marques
2012-04-05T15:33:18.557519+00:00,sim64b[5922]:,connect,2,189.46.242.103,Eric Costa Marques
2012-04-05T15:35:41.126122+00:00,sim64b[5922]:,disconnect,2,189.46.242.103,Eric Costa Marques
2012-04-05T15:36:25.167861+00:00,sim64b[5922]:,connect,2,189.46.242.103,Eric Costa Marques
2012-04-05T15:39:19.896093+00:00,sim64b[5922]:,disconnect,2,189.46.242.103,Eric Costa Marques
2012-04-05T15:39:38.254733+00:00,sim64b[5922]:,connect,2,189.46.242.103,Eric Costa Marques
2012-04-05T15:43:41.064959+00:00,sim64b[5922]:,disconnect,2,189.46.242.103,Eric Costa Marques
2012-04-05T15:43:59.803445+00:00,sim64b[5922]:,connect,2,189.46.242.103,Eric Costa Marques
2012-04-05T15:46:17.735043+00:00,sim64b[5922]:,disconnect,2,189.46.242.103,Eric Costa Marques
2012-04-05T15:46:55.465439+00:00,sim64b[5922]:,connect,2,189.46.242.103,Eric Costa Marques
2012-04-05T15:48:15.037667+00:00,sim64b[5922]:,disconnect,4,190.73.89.1,Client#5
2012-04-05T15:48:35.590690+00:00,sim64b[5922]:,connect,4,190.73.89.1,Client#5
2012-04-05T15:56:41.881844+00:00,sim64b[5922]:,disconnect,4,190.73.89.1,Client#5
2012-04-05T15:56:42.839582+00:00,sim64b[5922]:,disconnect,2,189.46.242.103,Eric Costa Marques
2012-04-05T16:23:00.214314+00:00,sim64b[5922]:,connect,2,190.73.89.1,Client#5
2012-04-05T16:26:03.863580+00:00,sim64b[5922]:,disconnect,3,78.9.93.57,Client#4
2012-04-05T17:01:57.488918+00:00,sim64b[5922]:,connect,3,86.24.250.228,Joshua
2012-04-05T17:20:21.539296+00:00,sim64b[5922]:,disconnect,2,190.73.89.1,Client#5
2012-04-05T17:20:21.539554+00:00,sim64b[5922]:,disconnect,3,86.24.250.228,Joshua
2012-04-05T17:20:36.686161+00:00,sim64b[5922]:,connect,2,86.24.250.228,Joshua
2012-04-05T17:35:17.772732+00:00,sim64b[5922]:,connect,3,78.9.93.57,Client#4
2012-04-05T17:36:07.022981+00:00,sim64b[5922]:,disconnect,2,86.24.250.228,Joshua
2012-04-05T17:42:50.863190+00:00,sim64b[5922]:,connect,2,79.249.117.62,Client#3
2012-04-05T17:56:41.197170+00:00,sim64b[5922]:,connect,4,190.73.89.1,Client#5
2012-04-05T18:12:05.285111+00:00,sim64b[5922]:,disconnect,2,79.249.117.62,Client#3
2012-04-05T18:12:16.636141+00:00,sim64b[5922]:,connect,2,79.249.117.62,Client#3
2012-04-05T18:14:43.887660+00:00,sim64b[5922]:,disconnect,4,190.73.89.1,Client#5
2012-04-05T18:15:44.799527+00:00,sim64b[5922]:,connect,4,190.73.89.1,Client#5
2012-04-05T18:16:06.246238+00:00,sim64b[5922]:,disconnect,3,78.9.93.57,Client#4
2012-04-05T18:22:21.700709+00:00,sim64b[5922]:,chat,2,79.249.117.62,Client#3,10,Electrics Ltd.,hello :)
2012-04-05T18:23:02.942450+00:00,sim64b[5922]:,chat,4,190.73.89.1,Client#5,12,Player 11,hello
2012-04-05T18:23:41.649416+00:00,sim64b[5922]:,chat,2,79.249.117.62,Client#3,10,Electrics Ltd.,"Meyer Moving Co. could you please build more Papertransporter @75,206? thanks :)"
2012-04-05T18:26:21.192770+00:00,sim64b[5922]:,connect,3,108.23.68.55,Client#3
2012-04-05T18:30:10.563474+00:00,sim64b[5922]:,disconnect,4,190.73.89.1,Client#5
2012-04-05T18:30:27.656954+00:00,sim64b[5922]:,connect,4,190.73.89.1,Client#5
2012-04-05T18:31:04.391476+00:00,sim64b[5922]:,disconnect,4,190.73.89.1,Client#5
2012-04-05T18:31:20.980487+00:00,sim64b[5922]:,connect,4,190.73.89.1,Client#5
2012-04-05T18:33:14.631419+00:00,sim64b[5922]:,disconnect,3,108.23.68.55,Client#3
2012-04-05T18:42:28.871337+00:00,sim64b[5922]:,disconnect,4,190.73.89.1,Client#5
2012-04-05T18:42:46.206702+00:00,sim64b[5922]:,connect,3,190.73.89.1,Client#5
2012-04-05T18:49:23.708294+00:00,sim64b[5922]:,connect,4,79.207.134.66,Client#2
2012-04-05T18:57:08.558023+00:00,sim64b[5922]:,disconnect,3,190.73.89.1,Client#5
2012-04-05T19:07:10.958047+00:00,sim64b[5922]:,disconnect,2,79.249.117.62,Client#3
2012-04-05T19:07:25.642833+00:00,sim64b[5922]:,connect,2,79.207.134.66,Client#2
2012-04-05T19:07:41.142949+00:00,sim64b[5922]:,connect,3,108.23.68.55,Client#3
2012-04-05T19:07:41.274965+00:00,sim64b[5922]:,disconnect,4,79.207.134.66,Client#2
2012-04-05T19:17:22.869675+00:00,sim64b[5922]:,disconnect,3,108.23.68.55,Client#3
2012-04-05T19:17:46.250688+00:00,sim64b[5922]:,connect,3,108.23.68.55,Hi-Desert
2012-04-05T19:48:40.141467+00:00,sim64b[5922]:,disconnect,3,108.23.68.55,Hi-Desert
2012-04-05T19:49:38.842511+00:00,sim64b[5922]:,connect,3,108.23.68.55,Hi-Desert
2012-04-05T20:07:54.615769+00:00,sim64b[5922]:,disconnect,3,108.23.68.55,Hi-Desert
2012-04-05T20:08:06.036131+00:00,sim64b[5922]:,connect,3,108.23.68.55,Hi-Desert
2012-04-05T20:15:47.325013+00:00,sim64b[5922]:,connect,4,189.46.242.103,Eric Costa Marques
2012-04-05T20:16:52.897800+00:00,sim64b[5922]:,disconnect,4,189.46.242.103,Eric Costa Marques
2012-04-05T20:17:16.127790+00:00,sim64b[5922]:,connect,4,189.46.242.103,Eric Costa Marques
2012-04-05T20:17:58.021377+00:00,sim64b[5922]:,disconnect,4,189.46.242.103,Eric Costa Marques
2012-04-05T20:19:34.818897+00:00,sim64b[5922]:,disconnect,3,108.23.68.55,Hi-Desert
2012-04-05T20:19:45.546118+00:00,sim64b[5922]:,connect,3,108.23.68.55,Hi-Desert
2012-04-05T20:25:06.669218+00:00,sim64b[5922]:,connect,4,79.91.242.34,Titanov
2012-04-05T20:27:26.559213+00:00,sim64b[5922]:,disconnect,3,108.23.68.55,Hi-Desert
2012-04-05T20:29:59.198709+00:00,sim64b[5922]:,disconnect,4,79.91.242.34,Titanov
2012-04-05T20:47:53.223533+00:00,sim64b[5922]:,connect,3,190.73.89.1,Client#5
2012-04-05T20:48:56.904789+00:00,sim64b[5922]:,connect,4,189.46.242.103,Eric Costa Marques
2012-04-05T20:49:54.836278+00:00,sim64b[5922]:,disconnect,4,189.46.242.103,Eric Costa Marques
2012-04-05T20:50:09.873930+00:00,sim64b[5922]:,disconnect,3,190.73.89.1,Client#5
2012-04-05T21:00:32.819870+00:00,sim64b[5922]:,connect,3,108.23.68.55,Hi-Desert
2012-04-05T22:33:38.346438+00:00,sim64b[5922]:,connect,4,181.36.124.166,Client#4
2012-04-05T22:38:05.114598+00:00,sim64b[5922]:,disconnect,2,79.207.134.66,Client#2
2012-04-05T22:38:05.114851+00:00,sim64b[5922]:,disconnect,3,108.23.68.55,Hi-Desert
2012-04-05T22:38:05.115105+00:00,sim64b[5922]:,disconnect,4,181.36.124.166,Client#4
2012-04-05T23:24:03.603669+00:00,sim64b[5922]:,connect,2,74.96.62.31,Fifty
2012-04-05T23:47:50.967919+00:00,sim64b[5922]:,connect,3,201.89.179.126,Thanwer
